pozycja,term,n,occurrences,docs_total,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y0,baseline_share,share_at_y0,peak_share,peak_year,docs_2021_2025,emerging,prevalence_2021_2025,threshold,exceedance,w_rdzeniu_4
393,primary total joint arthroplasty,4,368,309,2,2,2,1,3,3,3,6,9,7,12,16,18,22,24,29,24,35,27,32,32,2017,0.0002426274477362191,0.0012519997217778397,0.0024209725392543404,2022,150,True,0.0020393457778744577,0.0012131372386810955,1.9956295644558608,False
394,operative duration,2,366,269,0,0,3,2,1,9,4,11,5,11,13,9,10,17,7,17,23,25,19,32,51,2020,0.00011715089034676664,0.0010112426387484386,0.0034111430673533544,2025,150,True,0.0020393457778744577,0.001,3.4111430673533545,False
395,surgical orthopedic,2,216,216,1,2,1,1,0,1,0,0,0,0,0,0,8,0,24,28,30,27,25,31,37,2019,0.0001611575361240662,0.0015479876160990713,0.002474750852785767,2025,150,True,0.0020393457778744577,0.001,2.4747508527857667,False
396,all prom,2,211,187,0,0,0,0,0,0,1,0,0,0,5,2,1,6,8,14,21,31,24,39,35,2021,0.0,0.001311025096766138,0.0026321117635148814,2024,150,True,0.0020393457778744577,0.001,2.632111763514881,False
397,coronal alignment,2,494,341,3,2,2,5,9,5,5,14,13,22,12,23,15,20,16,26,39,28,24,18,40,2020,0.00028504706256611643,0.0015466063886740824,0.0026754063273359643,2025,149,True,0.002025750139355295,0.0014252353128305821,1.877168144271198,False
398,inferior outcome,2,355,328,1,3,2,3,4,6,9,4,8,20,18,21,19,15,23,23,35,26,28,35,25,2014,0.00024005164516227836,0.0014895360095330305,0.0023621515826415603,2024,149,True,0.002025750139355295,0.0012002582258113918,1.9680361540906848,False
399,dexamethasone,1,741,317,4,1,1,4,6,9,2,6,11,9,11,18,22,22,17,25,24,28,23,35,39,2016,0.0002485725683578016,0.0012948708725990935,0.002608521169152565,2025,149,True,0.002025750139355295,0.001242862841789008,2.098800512370129,False
400,all outcome,2,337,313,1,1,1,3,5,4,4,5,5,10,15,13,19,17,29,32,28,23,32,36,30,2017,0.00012131372386810955,0.0013215552618766084,0.0024296416278598906,2024,149,True,0.002025750139355295,0.001,2.4296416278598905,False
401,ao ota,2,346,296,2,0,4,5,4,3,4,3,8,14,14,21,10,17,21,17,27,25,22,35,40,2021,0.00024104041678881688,0.0016856036958421776,0.0026754063273359643,2025,149,True,0.002025750139355295,0.0012052020839440844,2.2198819293280367,False
402,rcr,1,727,262,0,1,1,1,1,2,2,2,2,5,1,4,9,15,31,36,28,33,30,33,25,2018,7.88941090382122e-05,0.0010423905489923557,0.0022826312512969496,2022,149,True,0.002025750139355295,0.001,2.2826312512969498,False
403,dfu,1,663,260,0,1,2,3,1,1,3,4,5,4,9,9,17,11,15,26,36,38,17,26,32,2020,0.00011794440582046775,0.0015466063886740824,0.002628484471190427,2022,149,True,0.002025750139355295,0.001,2.628484471190427,False
404,scb,1,631,203,1,0,0,0,0,2,2,0,1,1,3,2,5,9,12,16,26,21,24,27,51,2021,4.241961482989734e-05,0.0016231739293295043,0.0034111430673533544,2025,149,True,0.002025750139355295,0.001,3.4111430673533545,False
405,ar,1,696,270,0,0,1,4,2,8,7,9,9,6,10,8,6,13,19,20,24,27,34,26,37,2019,3.9050296782255544e-05,0.0012254901960784314,0.0025544703230653645,2023,148,True,0.0020121545008361316,0.001,2.5544703230653645,False
406,mechanical alignment,2,412,298,2,2,0,4,3,5,3,10,11,11,10,19,11,18,18,24,22,26,22,35,42,2018,0.000164526854171708,0.001250868658790827,0.0028091766437027626,2025,147,True,0.001998558862316969,0.001,2.8091766437027625,False
407,study quality,2,291,277,1,1,2,2,1,1,4,6,6,11,11,7,17,11,24,25,25,30,21,26,45,2019,0.0001603640206503651,0.0015479876160990713,0.0030098321182529596,2025,147,True,0.001998558862316969,0.001,3.0098321182529597,False
408,uiv,1,733,262,0,0,0,0,1,0,0,6,7,7,8,9,16,23,17,21,25,27,26,33,36,2017,0.0,0.001112888641580302,0.0024078656946023677,2025,147,True,0.001998558862316969,0.001,2.4078656946023678,False
409,hospital readmission,2,503,368,0,1,0,1,2,6,2,3,10,14,24,25,22,36,42,34,21,41,25,27,32,2014,3.984381225595665e-05,0.0010426752066731214,0.002835996403126513,2022,146,True,0.0019849632237978056,0.001,2.835996403126513,False
410,single center retrospective study,4,225,223,0,0,0,0,1,3,1,3,2,2,3,6,11,8,10,27,28,24,24,34,36,2020,0.0,0.0016060912497769318,0.0024078656946023677,2025,146,True,0.0019849632237978056,0.001,2.4078656946023678,False
411,patient specific instrumentation,3,539,344,0,0,0,0,0,0,2,9,17,26,26,31,25,20,20,24,28,29,21,24,42,2013,0.0,0.0012737898995953843,0.0028091766437027626,2025,144,True,0.0019577719467594795,0.001,2.8091766437027625,False
412,hoo,1,554,305,0,0,1,1,2,1,1,10,7,15,13,23,15,21,27,24,34,29,27,22,32,2016,3.9050296782255544e-05,0.0016545572260988418,0.002140325061868771,2025,144,True,0.0019577719467594795,0.001,2.1403250618687713,False
413,ovid medline,2,291,279,0,1,1,2,4,4,4,2,11,10,16,6,13,15,19,27,28,27,31,34,24,2018,7.88941090382122e-05,0.0010423905489923557,0.002329075882794891,2023,144,True,0.0019577719467594795,0.001,2.329075882794891,False
414,implant retention,2,343,255,1,1,1,0,2,3,5,2,3,2,10,8,12,14,25,22,17,19,29,36,43,2019,0.00012131372386810955,0.001612487100103199,0.0028760618018861613,2025,144,True,0.0019577719467594795,0.001,2.876061801886161,False
415,transfemoral amputation,2,547,327,1,3,2,3,5,1,6,7,16,16,20,19,23,24,19,19,28,29,20,32,34,2015,0.00024005164516227836,0.0014798372179060304,0.0022740953782355694,2025,143,True,0.0019441763082403165,0.0012002582258113918,1.894671770900173,False
416,eligible patient,2,289,274,4,0,2,2,6,6,3,7,9,10,5,7,19,16,19,16,26,24,21,34,38,2021,0.0002477790528841005,0.0016231739293295043,0.002541636010969166,2025,143,True,0.0019441763082403165,0.0012388952644205023,2.051534204675506,False
417,surgical data,2,266,255,0,2,2,1,0,3,0,4,1,12,15,8,10,15,16,23,25,36,19,31,32,2018,0.0001577882180764244,0.0010423905489923557,0.0024901431832330357,2022,143,True,0.0019441763082403165,0.001,2.4901431832330356,False
418,bias tool,2,236,236,0,0,0,0,0,1,0,2,2,7,5,9,8,12,18,29,32,30,24,22,35,2019,0.0,0.0011609907120743034,0.0023409805364189686,2025,143,True,0.0019441763082403165,0.001,2.3409805364189684,False
419,lower odd,2,277,221,0,0,1,0,2,0,1,0,4,6,2,5,9,12,16,20,21,30,22,27,43,2019,3.9050296782255544e-05,0.0010319917440660474,0.0028760618018861613,2025,143,True,0.0019441763082403165,0.001,2.876061801886161,False
420,longer length,2,340,315,1,2,3,0,7,6,6,4,8,15,15,8,21,19,30,28,19,30,27,34,32,2017,0.0002392581296885773,0.0014606663420741461,0.00229466153742323,2024,142,True,0.0019305806697211534,0.0011962906484428864,1.9181471830528836,False
421,ovid,1,398,360,0,0,0,1,4,5,12,15,16,14,22,15,31,21,28,35,33,32,21,27,28,2011,0.0,0.00100460443700293,0.0022134606073182543,2022,141,True,0.0019169850312019904,0.001,2.2134606073182543,False
422,adductor canal block,3,490,288,0,0,0,0,0,0,0,0,3,15,8,23,17,17,35,29,36,31,18,24,32,2016,0.0,0.0016545572260988418,0.0022574819401444787,2019,141,True,0.0019169850312019904,0.001,2.2574819401444786,True
423,afs,1,677,283,0,0,0,1,3,4,7,6,11,9,19,12,16,15,14,25,29,17,18,42,35,2020,0.0,0.0014871215275712331,0.0028345818991698723,2024,141,True,0.0019169850312019904,0.001,2.8345818991698724,False
424,purpose hypothesis,2,269,269,0,0,0,0,0,2,0,2,8,10,20,15,4,4,41,22,31,30,21,25,34,2019,0.0,0.0026444788441692467,0.0026444788441692467,2019,141,True,0.0019169850312019904,0.001,2.644478844169247,False
425,postoperative clinical outcome,3,293,269,2,1,0,0,0,2,2,2,6,13,7,12,18,20,18,25,26,27,23,29,36,2017,0.00012468304191575133,0.0012519997217778397,0.0024078656946023677,2025,141,True,0.0019169850312019904,0.001,2.4078656946023678,False
426,quickdash,1,447,313,0,0,0,1,1,2,6,5,6,16,15,18,24,19,27,33,35,24,26,29,26,2014,0.0,0.0011916288076264244,0.0021850418279435635,2021,140,True,0.0019033893926828273,0.001,2.1850418279435635,False
427,oblique lumbar interbody fusion,4,303,199,0,0,0,0,0,0,0,0,0,0,2,5,5,3,21,23,24,27,27,33,29,2019,0.0,0.0013544891640866873,0.0022271714922048997,2024,140,True,0.0019033893926828273,0.001,2.2271714922048997,True
428,latarjet procedure,2,763,326,1,0,5,3,0,9,5,10,8,14,14,26,16,20,18,38,30,21,22,42,24,2020,0.00023767109874117505,0.0022604247219082745,0.0028345818991698723,2024,139,True,0.0018897937541636643,0.0011883554937058753,2.3852979299403545,False
429,owhto,1,997,282,0,0,1,5,3,1,0,0,2,5,7,11,15,20,38,35,37,33,31,24,14,2017,3.9050296782255544e-05,0.001043333101481533,0.0024509803921568627,2019,139,True,0.0018897937541636643,0.001,2.4509803921568625,False
430,modifiable risk factor,3,328,279,0,0,1,4,3,1,3,2,2,4,12,14,12,24,29,29,28,25,28,21,37,2018,3.9050296782255544e-05,0.0016678248783877692,0.002474750852785767,2025,139,True,0.0018897937541636643,0.001,2.4747508527857667,False
431,single assessment numeric evaluation,4,272,251,2,2,1,1,2,3,2,2,5,7,7,9,12,16,21,20,25,28,22,35,29,2018,0.00020357715095396353,0.0011118832522585128,0.0023621515826415603,2024,139,True,0.0018897937541636643,0.0010178857547698177,2.320645093589832,False
432,surgery duration,2,295,240,0,1,4,2,0,1,4,0,3,6,8,11,3,20,20,18,18,13,22,29,57,2018,0.0001960449993849788,0.001389854065323141,0.003812454016453749,2025,139,True,0.0018897937541636643,0.001,3.812454016453749,False
433,promis,1,308,217,0,0,0,0,0,0,0,0,1,1,2,1,3,12,24,34,19,24,30,32,34,2019,0.0,0.0015479876160990713,0.0022740953782355694,2025,139,True,0.0018897937541636643,0.001,2.2740953782355695,False
434,therefore this study,3,175,175,1,0,0,0,1,0,0,1,1,2,1,2,3,4,7,13,10,15,32,33,49,2022,4.241961482989734e-05,0.0010375596596804316,0.003277372750986556,2025,139,True,0.0018897937541636643,0.001,3.2773727509865562,False
435,calibration curve,2,204,149,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6,11,16,24,40,48,2022,0.0,0.0011067303036591271,0.003210487592803157,2025,139,True,0.0018897937541636643,0.001,3.210487592803157,False
436,primary outcome variable,3,343,337,1,2,5,3,4,4,9,8,10,10,20,21,18,29,21,34,21,30,27,33,27,2022,0.00031735872325308834,0.002075119319360863,0.0022271714922048997,2024,138,True,0.0018761981156445013,0.0015867936162654416,1.403567212128445,False
437,percutaneous endoscopic lumbar discectomy,4,535,323,0,4,0,2,3,7,6,3,11,5,10,19,21,36,24,34,23,30,24,32,29,2016,0.0001593752490238266,0.0013668081432990432,0.002501737317581654,2018,138,True,0.0018761981156445013,0.001,2.501737317581654,True
438,postoperative complication rate,3,331,297,1,1,4,6,4,8,5,10,4,17,17,17,15,11,19,20,21,28,21,30,38,2014,0.00023846461421487617,0.001266105608103076,0.002541636010969166,2025,138,True,0.0018761981156445013,0.0011923230710743809,2.131667223950421,False
439,virtual surgical planning,3,392,272,0,0,0,0,0,3,1,3,9,10,8,17,19,18,24,22,21,29,22,30,36,2016,0.0,0.0012229336018991439,0.0024078656946023677,2025,138,True,0.0018761981156445013,0.001,2.4078656946023678,False
440,retrospective cohort analysis,3,243,235,0,1,3,2,2,2,6,3,13,6,8,10,5,10,16,10,18,20,20,40,40,2021,0.0001569947026027233,0.0011237357972281184,0.0026996018087332117,2024,138,True,0.0018761981156445013,0.001,2.699601808733212,False
441,elixhauser comorbidity index,3,184,171,0,0,0,0,0,0,0,0,0,0,3,4,1,6,9,10,10,19,23,45,41,2022,0.0,0.0013142422355952134,0.003037052034824863,2024,138,True,0.0018761981156445013,0.001,3.037052034824863,False
442,machine learning model,3,228,151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,13,24,23,44,34,2022,0.0,0.0016600954554886907,0.002969561989606533,2024,138,True,0.0018761981156445013,0.001,2.969561989606533,False
443,research question,2,295,287,0,1,1,0,0,4,4,1,6,4,10,8,9,41,31,30,34,26,24,27,26,2018,7.88941090382122e-05,0.002849200833912439,0.002849200833912439,2018,137,True,0.0018626024771253382,0.001,2.8492008339124393,False
444,pearldiver database,2,201,197,0,0,0,0,0,0,0,0,0,1,8,8,12,7,12,12,13,34,30,29,31,2022,0.0,0.002351801895275645,0.002351801895275645,2022,137,True,0.0018626024771253382,0.001,2.3518018952756448,False
445,mean sd,2,496,424,1,3,3,5,4,10,17,23,23,24,22,26,22,28,34,43,36,26,22,26,26,2011,0.00027910194194453395,0.0014231896190874842,0.002557849027422521,2020,136,True,0.0018490068386061752,0.0013955097097226698,1.832913816078602,False
446,potential confounder,2,312,298,1,1,1,4,9,4,9,3,8,14,16,14,11,16,29,22,22,24,20,26,44,2014,0.00012131372386810955,0.0010426752066731214,0.0029429469600695604,2025,136,True,0.0018490068386061752,0.001,2.9429469600695604,False
447,liv,1,790,261,1,2,1,4,5,6,8,6,7,8,4,15,12,11,12,23,30,17,21,33,35,2020,0.0001611575361240662,0.0013681518053655344,0.0023409805364189686,2025,136,True,0.0018490068386061752,0.001,2.3409805364189684,False
448,femoroacetabular impingement fai,3,451,451,0,2,3,10,7,10,11,20,31,26,26,37,32,34,38,29,39,24,20,24,28,2012,0.00019683851485867996,0.0016568635572860575,0.0026616790158981367,2016,135,True,0.0018354112000870122,0.001,2.6616790158981365,False
449,malnutrition,1,537,262,2,0,0,4,4,3,3,0,6,8,13,11,12,15,27,19,29,21,27,24,34,2018,8.483922965979469e-05,0.0010423905489923557,0.0022740953782355694,2025,135,True,0.0018354112000870122,0.001,2.2740953782355695,False
450,modified macnab criterion,3,354,260,2,0,1,2,2,2,7,4,3,6,11,9,14,20,21,21,24,17,22,32,40,2018,0.00012388952644205024,0.001389854065323141,0.0026754063273359643,2025,135,True,0.0018354112000870122,0.001,2.6754063273359643,False
451,metric,1,270,242,0,0,1,0,2,2,0,4,4,6,18,8,7,16,16,23,28,17,18,36,36,2018,3.9050296782255544e-05,0.0011118832522585128,0.0024296416278598906,2024,135,True,0.0018354112000870122,0.001,2.4296416278598905,False
452,arcr,1,704,208,1,0,1,2,0,3,2,2,1,3,2,6,10,11,9,20,18,18,30,37,32,2020,8.146991161215289e-05,0.0011896972220569865,0.002497131673078221,2024,135,True,0.0018354112000870122,0.001,2.4971316730782207,False
453,90 day complication,3,251,198,0,0,0,0,0,0,3,0,0,2,0,3,8,12,11,24,23,22,20,36,34,2020,0.0,0.0014276366664683839,0.0024296416278598906,2024,135,True,0.0018354112000870122,0.001,2.4296416278598905,False
454,10 1,2,332,321,1,3,2,2,5,9,9,15,14,12,18,10,11,18,26,32,21,28,22,24,39,2018,0.00024005164516227836,0.001250868658790827,0.002608521169152565,2025,134,True,0.001821815561567849,0.0012002582258113918,2.17329997250314,False
455,these risk factor,3,318,302,1,3,2,5,5,4,6,8,11,12,15,20,18,16,18,24,29,24,24,31,26,2020,0.00024005164516227836,0.0014276366664683839,0.002092191401768239,2024,134,True,0.001821815561567849,0.0012002582258113918,1.743117736480321,False
456,1 year mortality,3,464,277,1,1,2,3,1,2,6,8,13,10,8,14,22,23,15,14,18,23,16,30,47,2016,0.0001603640206503651,0.0010071217897992951,0.003143602434619758,2025,134,True,0.001821815561567849,0.001,3.143602434619758,False
457,10 0,2,326,311,1,3,4,4,2,2,6,10,15,15,17,16,22,19,21,21,19,23,28,29,34,2022,0.0003181522387267895,0.0015909248115099951,0.0022740953782355694,2025,133,True,0.001808219923048686,0.0015907611936339476,1.4295642786209837,False
458,pubmed medline,2,291,288,0,0,0,0,0,9,4,8,13,9,8,17,21,20,20,26,20,28,24,34,27,2016,0.0,0.0012229336018991439,0.00229466153742323,2024,133,True,0.001808219923048686,0.001,2.29466153742323,False
459,pooled analysis,2,302,270,0,0,1,1,3,6,5,10,8,11,12,15,12,18,16,19,38,22,21,24,28,2018,3.9050296782255544e-05,0.001250868658790827,0.002372331127481583,2021,133,True,0.001808219923048686,0.001,2.372331127481583,False
460,predictor variable,2,314,265,2,2,2,0,0,1,12,6,8,13,8,10,16,16,19,17,18,15,30,33,37,2023,0.0002426274477362191,0.002253944402704733,0.002474750852785767,2025,133,True,0.001808219923048686,0.0012131372386810955,2.0399595147835696,False
461,roc analysis,2,226,209,0,0,0,3,1,0,5,2,2,4,7,9,11,10,7,15,12,15,24,26,56,2022,0.0,0.0010375596596804316,0.0037455688582703497,2025,133,True,0.001808219923048686,0.001,3.7455688582703495,False
462,fns,1,520,142,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,3,19,20,25,37,32,2021,0.0,0.0011861655637407916,0.002497131673078221,2024,133,True,0.001808219923048686,0.001,2.4971316730782207,False
463,wmd,1,958,348,2,0,0,6,4,1,2,9,13,13,24,23,25,27,33,34,31,15,26,27,33,2015,8.483922965979469e-05,0.0017758046614872365,0.0022072102200521703,2025,132,True,0.0017946242845295229,0.001,2.20721022005217,False
464,mean sd age,3,317,302,0,1,1,1,1,1,6,3,9,7,11,20,15,31,33,30,36,13,23,16,44,2016,7.88941090382122e-05,0.0014387454139989928,0.0029429469600695604,2025,132,True,0.0017946242845295229,0.001,2.9429469600695604,False
465,hounsfield unit,2,271,231,1,1,2,2,5,4,6,4,5,6,8,2,18,10,8,17,14,24,30,26,38,2022,0.0001603640206503651,0.0016600954554886907,0.002541636010969166,2025,132,True,0.0017946242845295229,0.001,2.541636010969166,False
466,3 month follow up,4,414,375,4,2,3,15,10,11,7,11,13,9,12,27,34,31,28,27,20,24,26,21,40,2016,0.00036651697417826936,0.0019423063088986404,0.0026754063273359643,2025,131,True,0.0017810286460103598,0.0018325848708913468,1.4599085531218423,False
467,8 0,2,364,344,1,2,1,8,3,7,13,12,15,18,16,12,23,21,28,33,21,26,21,30,33,2013,0.0001611575361240662,0.0011239322643488685,0.0022072102200521703,2025,131,True,0.0017810286460103598,0.001,2.20721022005217,False
468,other outcome,2,281,275,1,3,2,4,4,5,10,5,9,8,7,9,20,13,21,23,26,27,22,30,26,2019,0.00024005164516227836,0.0013544891640866873,0.002024701356549909,2024,131,True,0.0017810286460103598,0.0012002582258113918,1.6868881320777298,False
469,clinical impact,2,282,262,0,2,5,2,1,3,7,8,7,13,8,17,10,12,18,18,24,30,24,21,32,2021,0.00027493910842319103,0.0014983143963041578,0.002140325061868771,2025,131,True,0.0017810286460103598,0.0013746955421159552,1.5569447898073094,False
470,primary tja,2,331,238,0,0,0,0,0,1,0,3,8,8,6,8,11,18,21,23,30,28,15,31,27,2018,0.0,0.001250868658790827,0.002092191401768239,2024,131,True,0.0017810286460103598,0.001,2.0921914017682393,False
471,retear rate,2,501,288,0,0,2,1,0,3,9,7,8,18,16,13,18,16,21,26,23,20,34,24,29,2017,7.810059356451109e-05,0.0012519997217778397,0.0025544703230653645,2023,130,True,0.0017674330074911968,0.001,2.5544703230653645,False
472,radiological and clinical outcome,4,305,272,1,2,2,1,6,2,6,8,3,7,14,12,14,18,19,27,33,19,18,35,25,2018,0.00020020783290632173,0.001250868658790827,0.0023621515826415603,2024,130,True,0.0017674330074911968,0.0010010391645316086,2.3596994666505613,False
473,upper instrumented vertebra,3,318,255,0,1,3,0,3,2,0,9,11,8,8,8,18,21,10,23,23,27,24,23,33,2020,0.0001569947026027233,0.0013681518053655344,0.0022072102200521703,2025,130,True,0.0017674330074911968,0.001,2.20721022005217,False
474,postoperative hospital stay,3,290,225,1,4,2,1,3,2,2,5,6,3,10,8,6,10,7,25,21,19,31,29,30,2023,0.000279895457418235,0.002329075882794891,0.002329075882794891,2023,130,True,0.0017674330074911968,0.0013994772870911752,1.6642470044196958,False
475,visual analog scale pain score,5,371,322,2,1,4,6,4,3,4,7,13,12,10,14,24,28,32,29,25,20,24,26,34,2017,0.0002808842290447735,0.0016693329623704528,0.0022740953782355694,2025,129,True,0.0017538373689720338,0.0014044211452238675,1.619240343944746,False
476,peld,1,1065,301,1,3,1,1,5,3,6,5,7,2,10,20,25,32,23,28,27,27,19,29,27,2016,0.00020100134838002285,0.0014387454139989928,0.0022237665045170257,2018,129,True,0.0017538373689720338,0.0010050067419001142,2.21268814606424,False
477,cox regression,2,290,277,2,2,3,4,7,4,8,7,12,13,9,9,14,14,19,21,23,15,24,24,43,2023,0.00028167774451847463,0.0018031555221637867,0.0028760618018861613,2025,129,True,0.0017538373689720338,0.001408388722592373,2.0420937456757624,False
478,cda,1,966,263,1,0,1,0,1,1,2,3,3,11,8,18,19,17,20,29,16,26,32,32,23,2016,8.146991161215289e-05,0.0012948708725990935,0.002404207362885049,2023,129,True,0.0017538373689720338,0.001,2.404207362885049,False
479,cl,1,514,234,1,1,1,2,2,1,7,4,1,5,10,11,10,15,13,21,29,26,15,32,27,2020,0.00012131372386810955,0.0012491820831598357,0.0021596814469865694,2024,129,True,0.0017538373689720338,0.001,2.1596814469865695,False
480,fjs 12,2,435,185,0,0,0,0,0,0,0,0,3,0,5,5,9,7,11,16,26,23,23,19,38,2021,0.0,0.0016231739293295043,0.002541636010969166,2025,129,True,0.0017538373689720338,0.001,2.541636010969166,False
481,clinicaltrial gov,2,288,284,0,0,1,1,3,0,6,8,6,6,15,12,16,22,35,25,30,16,24,22,36,2017,3.9050296782255544e-05,0.001112888641580302,0.0024078656946023677,2025,128,True,0.0017402417304528707,0.001,2.4078656946023678,False
482,tk,1,512,265,0,1,0,1,2,2,5,3,7,7,11,11,19,16,20,32,28,29,23,19,29,2017,3.984381225595665e-05,0.0013215552618766084,0.0020059486753821677,2022,128,True,0.0017402417304528707,0.001,2.0059486753821676,False
483,this cross sectional study,4,248,245,2,0,1,2,4,3,3,4,4,9,12,12,6,17,23,15,21,25,22,29,31,2021,0.00012388952644205024,0.001311025096766138,0.002073439903685372,2025,128,True,0.0017402417304528707,0.001,2.073439903685372,False
484,hu,1,376,205,0,0,2,0,5,3,3,3,8,6,3,4,16,12,6,6,14,17,23,22,52,2022,7.810059356451109e-05,0.0011759009476378225,0.0034780282255367535,2025,128,True,0.0017402417304528707,0.001,3.4780282255367534,False
485,lateral extra articular tenodesis,4,246,178,0,0,0,0,0,0,2,1,0,0,3,2,9,4,11,18,24,21,21,24,38,2020,0.0,0.0010707274998512878,0.002541636010969166,2025,128,True,0.0017402417304528707,0.001,2.541636010969166,False
486,bone joint j,3,635,635,0,0,0,0,0,0,0,0,3,0,7,70,166,79,51,132,62,48,17,0,0,2016,0.0,0.005035608948996475,0.011546219656395632,2017,127,True,0.0017266460919337077,0.001,11.546219656395632,False
487,bivariate analysis,2,312,293,0,3,4,3,2,3,1,5,7,8,14,18,21,20,24,33,27,30,19,23,28,2017,0.00027573262389689215,0.0014606663420741461,0.002075119319360863,2022,127,True,0.0017266460919337077,0.0013786631194844608,1.5051677890221915,False
488,multimodal analgesia,2,378,271,0,1,5,2,4,8,4,3,11,11,10,11,13,19,24,18,21,22,22,26,36,2021,0.00023509529616723437,0.001311025096766138,0.0024078656946023677,2025,127,True,0.0017266460919337077,0.0011754764808361718,2.0484167347096043,False
489,adjusted hazard ratio,3,284,251,1,1,1,2,0,1,2,9,3,6,7,13,14,22,22,20,19,29,9,30,40,2018,0.00012131372386810955,0.0015288394718554553,0.0026754063273359643,2025,127,True,0.0017266460919337077,0.001,2.6754063273359643,False
490,t nnis grade,3,412,247,0,0,1,1,3,5,4,3,6,7,4,11,21,16,19,19,32,27,19,25,24,2017,3.9050296782255544e-05,0.0014606663420741461,0.001997752528405544,2021,127,True,0.0017266460919337077,0.001,1.997752528405544,False
491,revision risk,2,303,233,0,2,1,1,0,1,3,4,6,3,9,5,16,11,25,19,18,23,26,20,40,2019,0.00011873792129416884,0.001612487100103199,0.0026754063273359643,2025,127,True,0.0017266460919337077,0.001,2.6754063273359643,False
492,embase database,2,223,222,0,0,1,0,2,4,1,1,9,6,9,9,8,13,11,21,25,30,21,23,28,2020,3.9050296782255544e-05,0.0012491820831598357,0.002075119319360863,2022,127,True,0.0017266460919337077,0.001,2.075119319360863,False
493,chinese clinical trial registry,4,160,158,0,0,0,0,0,0,0,0,0,0,1,1,1,6,11,11,24,18,17,28,40,2021,0.0,0.0014983143963041578,0.0026754063273359643,2025,127,True,0.0017266460919337077,0.001,2.6754063273359643,False
494,volar locking plate,3,554,363,2,1,3,7,7,6,20,10,19,14,14,23,24,29,24,34,25,25,22,30,24,2016,0.00024183393226251797,0.0016545572260988418,0.002024701356549909,2024,126,True,0.0017130504534145447,0.00120916966131259,1.6744559686951084,False
495,elevated risk,2,257,240,2,1,1,2,5,2,5,6,9,8,4,12,14,11,13,19,16,13,14,34,49,2023,0.0001637333386980069,0.0010518407212622089,0.003277372750986556,2025,126,True,0.0017130504534145447,0.001,3.2773727509865562,False
496,mua,1,976,239,1,2,2,1,2,2,10,5,10,6,9,9,9,7,16,22,15,36,20,20,35,2022,0.00020020783290632173,0.0024901431832330357,0.0024901431832330357,2022,126,True,0.0017130504534145447,0.0010010391645316086,2.487558200980265,False
497,t1 slope,2,399,231,0,0,0,0,0,0,0,0,1,4,3,11,13,19,24,30,27,30,11,24,34,2018,0.0,0.001320361362056984,0.0022740953782355694,2025,126,True,0.0017130504534145447,0.001,2.2740953782355695,False
498,adverse reaction,2,518,384,1,2,0,3,3,5,15,20,22,29,21,25,32,35,21,25,25,23,16,27,34,2011,0.00012210723934181065,0.0012557555462536626,0.002432244614315497,2018,125,True,0.0016994548148953816,0.001,2.432244614315497,False
499,prwe,1,359,246,3,1,1,0,2,1,6,3,4,11,6,11,14,17,21,20,23,18,28,27,29,2018,0.00020615295352790423,0.00118137595552467,0.0021036814425244178,2023,125,True,0.0016994548148953816,0.0010307647676395212,2.0408938184236782,False
500,minimum 10 year follow up,5,329,221,0,3,2,4,3,2,4,2,10,7,6,7,7,13,6,20,14,25,21,33,32,2022,0.00019763203033238102,0.001729266099467386,0.0022271714922048997,2024,125,True,0.0016994548148953816,0.001,2.2271714922048997,False
501,pi ll,2,368,207,0,0,0,0,0,0,0,0,0,5,2,9,11,18,14,23,14,30,23,32,26,2022,0.0,0.002075119319360863,0.0021596814469865694,2024,125,True,0.0016994548148953816,0.001,2.1596814469865695,False
502,same day discharge,3,301,180,0,1,1,0,2,0,0,0,2,1,0,5,10,5,8,20,26,25,17,27,30,2020,7.88941090382122e-05,0.0011896972220569865,0.0020065547455019733,2025,125,True,0.0016994548148953816,0.001,2.0065547455019734,False
503,psm,1,269,155,0,1,0,0,0,2,0,0,1,0,1,0,3,6,4,12,11,11,17,27,59,2023,3.984381225595665e-05,0.0012772351615326822,0.003946224332820547,2025,125,True,0.0016994548148953816,0.001,3.946224332820547,False
504,distal femur fracture,3,495,264,0,2,2,6,2,5,11,7,7,13,15,14,9,18,19,10,24,15,26,25,34,2021,0.0001577882180764244,0.0014983143963041578,0.0022740953782355694,2025,124,True,0.0016858591763762186,0.001,2.2740953782355695,False
505,greater proportion,2,278,242,3,0,0,1,5,5,4,7,5,4,16,10,9,16,15,18,24,31,23,16,30,2020,0.00012725884448969204,0.0010707274998512878,0.0021442899633395585,2022,124,True,0.0016858591763762186,0.001,2.1442899633395585,False
506,protective factor,2,223,197,0,1,2,0,0,2,0,4,2,5,7,7,4,8,10,21,23,12,22,27,40,2023,0.00011794440582046775,0.001652892561983471,0.0026754063273359643,2025,124,True,0.0016858591763762186,0.001,2.6754063273359643,False
