pozycja,term,n,occurrences,docs_total,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y0,baseline_share,share_at_y0,peak_share,peak_year,docs_2021_2025,emerging,prevalence_2021_2025,threshold,exceedance,w_rdzeniu_4
717,fracture characteristic,2,171,157,2,0,1,2,3,2,2,2,5,4,5,8,6,7,7,15,15,14,15,15,27,2023,0.00012388952644205024,0.0011269722013523666,0.001805899270951776,2025,86,True,0.0011692249126480224,0.001,1.8058992709517758,False
718,psychological readiness,2,228,116,0,0,0,0,0,0,0,0,1,1,1,1,0,5,10,11,13,16,16,18,23,2022,0.0,0.0011067303036591271,0.0015383586382181793,2025,86,True,0.0011692249126480224,0.001,1.5383586382181793,False
719,joint line obliquity,3,146,100,0,0,0,1,0,0,0,0,0,0,1,1,5,1,1,4,10,8,16,22,30,2023,0.0,0.0012021036814425245,0.0020065547455019733,2025,86,True,0.0011692249126480224,0.001,2.0065547455019734,False
720,18 1,2,199,196,1,0,0,0,1,1,6,3,12,10,12,14,14,10,9,18,17,15,16,18,19,2020,4.241961482989734e-05,0.0010707274998512878,0.001270818005484583,2025,85,True,0.0011556292741288594,0.001,1.270818005484583,False
721,multivariable model,2,200,188,1,0,0,1,2,1,3,1,3,3,6,10,15,22,16,19,16,20,9,19,21,2017,4.241961482989734e-05,0.001043333101481533,0.0015288394718554553,2018,85,True,0.0011556292741288594,0.001,1.5288394718554552,False
722,dls,1,387,156,0,1,0,3,4,3,3,3,3,9,8,5,5,6,5,13,16,15,18,16,20,2022,3.984381225595665e-05,0.0010375596596804316,0.00135236664162284,2023,85,True,0.0011556292741288594,0.001,1.35236664162284,False
723,dh,1,305,155,1,1,2,0,1,3,2,0,2,4,5,6,6,6,11,20,14,18,18,19,16,2022,0.0001603640206503651,0.0012450715916165179,0.00135236664162284,2023,85,True,0.0011556292741288594,0.001,1.35236664162284,False
724,predictive ability,2,183,149,1,1,0,0,3,2,2,0,2,4,6,9,8,5,9,12,21,10,15,17,22,2023,8.2263427085854e-05,0.0011269722013523666,0.0014714734800347802,2025,85,True,0.0011556292741288594,0.001,1.4714734800347802,False
725,patient concern,2,234,217,0,0,2,3,2,1,0,1,1,2,1,3,26,28,36,27,20,10,16,14,24,2017,7.810059356451109e-05,0.0018084440425679906,0.0023219814241486067,2019,84,True,0.0011420336356096964,0.001,2.3219814241486065,False
726,prf,1,563,196,0,1,1,4,2,3,3,4,6,5,6,16,11,21,17,12,16,11,16,18,23,2023,7.88941090382122e-05,0.0012021036814425245,0.0015383586382181793,2025,84,True,0.0011420336356096964,0.001,1.5383586382181793,False
727,16 0,2,172,169,0,0,2,3,2,2,8,4,7,7,7,5,11,8,7,12,16,15,20,17,16,2022,7.810059356451109e-05,0.0010375596596804316,0.0015026296018031556,2023,84,True,0.0011420336356096964,0.001,1.5026296018031555,False
728,multiple database,2,165,164,1,0,0,1,2,6,2,3,6,6,8,7,7,9,6,16,7,5,18,21,33,2023,4.241961482989734e-05,0.00135236664162284,0.0022072102200521703,2025,84,True,0.0011420336356096964,0.001,2.20721022005217,False
729,competing risk,2,198,154,0,0,1,0,1,2,2,2,1,1,8,6,6,13,15,12,19,16,17,14,18,2021,3.9050296782255544e-05,0.0011861655637407916,0.0012772351615326822,2023,84,True,0.0011420336356096964,0.001,1.2772351615326822,False
730,8 study,2,153,147,0,0,1,0,0,1,1,4,2,5,6,7,7,8,7,14,20,18,16,19,11,2021,3.9050296782255544e-05,0.001248595330253465,0.0012823108591482756,2024,84,True,0.0011420336356096964,0.001,1.2823108591482755,False
731,evidence iii,2,132,132,0,0,1,0,1,0,3,1,4,2,2,4,1,9,8,12,15,14,16,17,22,2023,3.9050296782255544e-05,0.0012021036814425245,0.0014714734800347802,2025,84,True,0.0011420336356096964,0.001,1.4714734800347802,False
732,mcid achievement,2,159,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,15,18,20,16,15,2022,0.0,0.0012450715916165179,0.0015026296018031556,2023,84,True,0.0011420336356096964,0.001,1.5026296018031555,False
733,local infiltration analgesia,3,442,255,0,0,0,2,1,3,10,7,12,15,17,13,19,21,20,32,22,22,12,16,11,2017,0.0,0.0013215552618766084,0.0019035155552911784,2020,83,True,0.0011284379970905333,0.001,1.9035155552911784,False
734,end stage ankle arthritis,4,311,232,2,2,0,3,3,3,5,10,6,10,13,15,21,13,18,25,20,13,19,12,19,2019,0.000164526854171708,0.0011609907120743034,0.0014871215275712331,2020,83,True,0.0011284379970905333,0.001,1.487121527571233,False
735,21 8,2,205,200,0,3,1,3,2,2,6,9,10,12,8,5,11,15,12,18,22,14,15,17,15,2023,0.0001585817335501255,0.0011269722013523666,0.0013734548632788114,2021,83,True,0.0011284379970905333,0.001,1.3734548632788113,False
736,cochrane library database,3,161,161,0,0,0,2,0,2,1,0,1,2,7,5,17,11,16,14,19,18,21,13,12,2021,0.0,0.0011861655637407916,0.0015777610818933133,2023,83,True,0.0011284379970905333,0.001,1.5777610818933132,False
737,patient demographic characteristic,3,164,159,0,0,0,1,0,1,1,0,2,5,8,12,9,6,16,15,17,21,16,14,15,2021,0.0,0.001061306030715445,0.0014525835235526042,2022,83,True,0.0011284379970905333,0.001,1.4525835235526041,False
738,22 8,2,201,197,1,4,0,0,2,3,5,6,3,4,10,13,17,12,16,19,14,12,21,17,18,2023,0.00020179486385372395,0.0015777610818933133,0.0015777610818933133,2023,82,True,0.0011148423585713703,0.0010089743192686197,1.5637276903509227,False
739,insurance status,2,244,189,0,0,4,3,1,5,7,4,6,10,12,8,7,12,15,13,11,18,16,17,20,2022,0.00015620118712902218,0.0012450715916165179,0.0013377031636679821,2025,82,True,0.0011148423585713703,0.001,1.3377031636679821,False
740,tad,1,409,188,1,0,1,1,4,1,6,4,7,10,9,10,11,10,15,16,18,10,16,16,22,2023,8.146991161215289e-05,0.0012021036814425245,0.0014714734800347802,2025,82,True,0.0011148423585713703,0.001,1.4714734800347802,False
741,pm,1,353,150,0,1,2,1,3,1,1,4,2,4,3,7,5,11,10,13,15,15,14,16,22,2022,0.00011794440582046775,0.0010375596596804316,0.0014714734800347802,2025,82,True,0.0011148423585713703,0.001,1.4714734800347802,False
742,univariable analysis,2,143,128,1,0,0,1,0,0,0,0,2,1,1,8,3,9,8,12,19,5,14,20,24,2023,4.241961482989734e-05,0.0010518407212622089,0.0016052437964015785,2025,82,True,0.0011148423585713703,0.001,1.6052437964015784,False
743,cutibacterium acne,2,156,127,0,0,0,0,0,0,0,0,0,0,0,0,2,5,17,21,22,21,14,17,8,2019,0.0,0.0010964912280701754,0.0014525835235526042,2022,82,True,0.0011148423585713703,0.001,1.4525835235526041,False
744,high heterogeneity,2,130,119,0,0,1,0,0,1,1,1,1,1,3,5,3,6,5,9,8,17,16,20,21,2022,3.9050296782255544e-05,0.0011759009476378225,0.0014045883218513813,2025,82,True,0.0011148423585713703,0.001,1.4045883218513813,False
745,gold standard treatment,3,196,195,2,0,0,4,2,1,6,8,7,11,8,8,14,11,16,16,15,12,15,23,16,2023,8.483922965979469e-05,0.0011269722013523666,0.0015522710400215967,2024,81,True,0.0011012467200522073,0.001,1.5522710400215967,False
746,preoperative opioid use,3,341,180,0,0,0,0,0,0,1,0,0,3,1,6,12,25,19,32,28,15,16,11,11,2018,0.0,0.0017373175816539264,0.0019035155552911784,2020,81,True,0.0011012467200522073,0.001,1.9035155552911784,False
747,twelve study,2,175,174,0,0,0,0,1,2,8,3,8,6,9,14,5,8,14,15,18,16,18,15,14,2021,0.0,0.0011237357972281184,0.00135236664162284,2023,81,True,0.0011012467200522073,0.001,1.35236664162284,False
748,cor,1,442,172,1,1,0,2,0,7,7,6,4,7,9,4,8,5,15,15,5,18,16,31,11,2022,8.2263427085854e-05,0.0012450715916165179,0.002092191401768239,2024,81,True,0.0011012467200522073,0.001,2.0921914017682393,False
749,categorical data,2,141,140,1,0,0,1,1,1,1,3,7,7,7,2,6,6,6,10,7,9,15,26,24,2023,4.241961482989734e-05,0.0011269722013523666,0.0017547411756765876,2024,81,True,0.0011012467200522073,0.001,1.7547411756765876,False
750,maximum von mise,3,187,130,1,1,2,0,0,3,2,1,4,5,3,2,5,5,8,7,13,16,17,17,18,2022,0.0001603640206503651,0.0011067303036591271,0.0012772351615326822,2023,81,True,0.0011012467200522073,0.001,1.2772351615326822,False
751,hu value,2,295,106,0,0,0,0,0,0,1,2,1,1,3,2,2,5,3,5,10,11,17,18,25,2023,0.0,0.0012772351615326822,0.0016721289545849776,2025,81,True,0.0011012467200522073,0.001,1.6721289545849776,False
752,pubmed database,2,253,251,2,1,1,3,6,3,4,7,13,14,17,24,14,28,16,18,19,17,14,20,10,2014,0.0001637333386980069,0.0010426752066731214,0.0019457956914523975,2018,80,True,0.0010876510815330442,0.001,1.9457956914523975,False
753,overall revision rate,3,169,162,0,1,1,1,4,5,2,3,11,4,6,7,6,7,7,17,20,11,14,18,17,2023,7.88941090382122e-05,0.0010518407212622089,0.001248595330253465,2021,80,True,0.0010876510815330442,0.001,1.248595330253465,False
754,more comorbidity,2,172,161,1,0,2,1,2,3,4,2,8,7,6,9,8,6,10,12,20,20,15,11,14,2021,0.00012052020839440844,0.001248595330253465,0.0013834128795739088,2022,80,True,0.0010876510815330442,0.001,1.3834128795739087,False
755,sb,1,563,261,0,0,1,4,5,10,12,19,16,19,11,15,16,16,16,22,21,20,8,16,14,2011,3.9050296782255544e-05,0.00100460443700293,0.0015740203794217546,2012,79,True,0.0010740554430138812,0.001,1.5740203794217547,False
756,internal validation,2,126,106,0,0,0,1,0,0,1,1,1,0,0,2,1,5,6,9,9,16,21,15,18,2022,0.0,0.0011067303036591271,0.0015777610818933133,2023,79,True,0.0010740554430138812,0.001,1.5777610818933132,False
757,training set,2,132,99,0,0,0,1,0,0,0,1,2,1,0,3,1,0,2,9,5,12,15,18,29,2023,0.0,0.0011269722013523666,0.001939669587318574,2025,79,True,0.0010740554430138812,0.001,1.9396695873185739,False
758,radiologic parameter,2,193,172,0,1,0,2,4,3,7,7,8,12,5,4,16,10,6,9,13,13,18,18,16,2023,3.984381225595665e-05,0.00135236664162284,0.00135236664162284,2023,78,True,0.0010604598044947182,0.001,1.35236664162284,False
759,7 study,2,178,163,1,0,0,0,1,2,4,3,5,5,7,8,7,6,14,22,21,16,11,14,16,2020,4.241961482989734e-05,0.0013086669442626852,0.001311025096766138,2021,78,True,0.0010604598044947182,0.001,1.311025096766138,False
760,patient rated wrist evaluation,4,162,153,1,1,1,1,2,1,4,3,4,7,6,4,8,3,15,14,15,15,14,15,19,2022,0.00012131372386810955,0.0010375596596804316,0.001270818005484583,2025,78,True,0.0010604598044947182,0.001,1.270818005484583,False
761,pain outcome,2,174,140,0,2,1,2,3,2,2,3,7,3,6,5,7,4,9,6,14,9,14,15,26,2023,0.00011873792129416884,0.0010518407212622089,0.0017390141127683768,2025,78,True,0.0010604598044947182,0.001,1.7390141127683767,False
762,four database,2,106,105,0,0,0,0,0,0,1,0,2,1,1,2,2,4,8,6,13,9,21,18,17,2023,0.0,0.0015777610818933133,0.0015777610818933133,2023,78,True,0.0010604598044947182,0.001,1.5777610818933132,False
763,electronic search,2,221,215,1,2,1,4,4,3,4,12,13,5,14,8,16,15,18,18,17,19,14,17,10,2017,0.0001611575361240662,0.001112888641580302,0.0013142422355952134,2022,77,True,0.0010468641659755551,0.001,1.3142422355952135,False
764,hand dash,2,255,255,1,0,1,4,7,5,14,11,8,16,14,17,26,20,18,17,13,16,15,12,20,2014,8.146991161215289e-05,0.0011916288076264244,0.0018084440425679906,2017,76,True,0.001033268527456392,0.001,1.8084440425679906,False
765,lb,1,525,192,2,0,0,7,3,6,7,8,4,4,8,11,13,12,18,13,12,11,18,17,18,2023,8.483922965979469e-05,0.00135236664162284,0.00135236664162284,2023,76,True,0.001033268527456392,0.001,1.35236664162284,False
766,28 3,2,187,182,0,0,1,1,4,6,7,4,6,4,9,9,8,14,15,18,18,15,10,18,15,2020,3.9050296782255544e-05,0.0010707274998512878,0.0012148208139299453,2024,76,True,0.001033268527456392,0.001,1.2148208139299452,False
767,postoperative length,2,198,173,1,1,1,1,2,4,1,3,6,5,8,7,15,14,20,8,8,18,15,21,14,2022,0.00012131372386810955,0.0012450715916165179,0.0014172909495849362,2024,76,True,0.001033268527456392,0.001,1.4172909495849362,False
768,ethical approval,2,141,138,0,0,0,1,3,1,0,2,3,3,2,1,6,5,17,18,17,12,12,15,20,2019,0.0,0.0010964912280701754,0.0013377031636679821,2025,76,True,0.001033268527456392,0.001,1.3377031636679821,False
769,dca,1,130,82,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,3,8,3,15,19,30,2023,3.9050296782255544e-05,0.0011269722013523666,0.0020065547455019733,2025,75,True,0.0010196728889372288,0.001,2.0065547455019734,False
770,liposomal bupivacaine,2,539,216,0,0,0,0,0,0,0,0,1,7,14,24,30,26,24,16,12,12,13,19,18,2015,0.0,0.0010358860525342213,0.002086666202963066,2017,74,True,0.0010060772504180658,0.001,2.086666202963066,False
771,lia,1,748,214,0,1,0,1,0,2,8,5,6,9,15,14,15,18,17,29,14,18,10,20,12,2015,3.984381225595665e-05,0.0011098779134295228,0.0017250609719826305,2020,74,True,0.0010060772504180658,0.001,1.7250609719826304,False
772,native knee,2,376,215,0,0,0,0,2,5,6,6,5,8,17,15,16,18,24,20,18,12,13,18,12,2015,0.0,0.0012578616352201257,0.0015479876160990713,2019,73,True,0.0009924816118989028,0.001,1.5479876160990713,False
773,prospectively collected database,3,213,213,2,1,1,1,3,8,3,10,6,10,14,10,13,19,18,21,17,18,18,12,8,2018,0.0001637333386980069,0.001320361362056984,0.00135236664162284,2023,73,True,0.0009924816118989028,0.001,1.35236664162284,False
774,acs nsqip,2,243,206,0,0,0,0,0,1,1,1,4,11,13,14,22,20,26,20,16,15,13,17,12,2016,0.0,0.0010071217897992951,0.001676986584107327,2019,73,True,0.0009924816118989028,0.001,1.676986584107327,False
775,nonarthritic hip score,3,174,150,0,0,1,1,4,2,4,5,3,4,1,6,5,14,11,17,24,20,6,7,15,2020,3.9050296782255544e-05,0.0010112426387484386,0.0014983143963041578,2021,72,True,0.0009788859733797397,0.001,1.4983143963041579,False
776,pooled data,2,270,247,2,2,1,2,1,5,9,8,12,13,16,15,19,26,29,16,14,15,13,16,13,2015,0.00020357715095396353,0.0011838697743248242,0.001870485036119711,2019,71,True,0.0009652903348605767,0.0010178857547698177,1.8376178538255485,False
777,mcmaster university arthritis index,4,204,195,1,2,1,0,1,2,0,4,8,5,15,23,22,18,11,11,15,10,12,20,14,2015,0.0001611575361240662,0.0011098779134295228,0.0016545572260988418,2016,71,True,0.0009652903348605767,0.001,1.6545572260988417,False
778,existing evidence,2,153,150,1,1,2,2,5,2,2,2,3,5,6,10,10,5,11,12,8,15,14,18,16,2022,0.0001603640206503651,0.0010375596596804316,0.0012148208139299453,2024,71,True,0.0009652903348605767,0.001,1.2148208139299452,False
779,multivariate model,2,230,217,2,1,1,3,5,4,8,3,9,14,9,16,13,15,17,27,18,12,10,15,15,2018,0.0001637333386980069,0.0010423905489923557,0.0016060912497769318,2020,70,True,0.0009516946963414137,0.001,1.6060912497769317,False
780,pooled result,2,243,211,0,2,1,2,3,0,2,6,8,6,9,16,20,21,20,25,14,14,18,12,12,2016,0.00011873792129416884,0.0011509963311991942,0.0014871215275712331,2020,70,True,0.0009516946963414137,0.001,1.487121527571233,False
781,significantly lower risk,3,152,141,1,1,0,0,1,4,3,5,4,4,5,9,3,12,9,10,6,11,15,15,23,2023,8.2263427085854e-05,0.0011269722013523666,0.0015383586382181793,2025,70,True,0.0009516946963414137,0.001,1.5383586382181793,False
782,selection bias,2,230,207,1,2,0,4,1,3,1,7,18,10,13,12,14,11,17,24,10,9,15,15,20,2023,0.00012210723934181065,0.0011269722013523666,0.0014276366664683839,2020,69,True,0.0009380990578222506,0.001,1.427636666468384,False
783,each follow up,3,182,174,0,0,1,1,3,1,4,6,7,6,7,11,13,10,13,22,19,18,11,12,9,2020,3.9050296782255544e-05,0.0013086669442626852,0.0013086669442626852,2020,69,True,0.0009380990578222506,0.001,1.3086669442626853,False
784,multivariable linear regression,3,123,115,0,0,0,2,0,0,0,1,1,0,2,7,4,6,12,11,8,8,14,20,19,2023,0.0,0.0010518407212622089,0.0013498009043666059,2024,69,True,0.0009380990578222506,0.001,1.349800904366606,False
785,black race,2,147,114,0,0,1,1,1,2,1,1,4,3,4,4,3,4,8,8,10,19,16,15,9,2022,3.9050296782255544e-05,0.0013142422355952134,0.0013142422355952134,2022,69,True,0.0009380990578222506,0.001,1.3142422355952135,False
786,30 day readmission rate,4,234,180,0,0,0,0,1,0,0,0,8,6,14,21,17,13,22,10,12,13,16,13,14,2015,0.0,0.0010358860525342213,0.0015106826846989425,2016,68,True,0.0009245034193030876,0.001,1.5106826846989425,False
787,sciencedirect,1,176,176,0,0,1,0,0,2,0,7,4,5,7,16,26,15,9,16,6,12,14,10,26,2016,3.9050296782255544e-05,0.0011509963311991942,0.0018084440425679906,2017,68,True,0.0009245034193030876,0.001,1.8084440425679906,False
788,increasing trend,2,160,152,1,2,1,1,2,7,5,3,6,7,2,10,4,7,10,17,17,18,14,9,9,2020,0.0001611575361240662,0.0010112426387484386,0.0012450715916165179,2022,67,True,0.0009109077807839245,0.001,1.2450715916165178,False
789,all article,2,193,191,0,1,0,3,6,9,3,10,6,9,12,15,13,6,18,14,18,15,14,11,8,2021,3.984381225595665e-05,0.0011237357972281184,0.0011609907120743034,2019,66,True,0.0008973121422647614,0.001,1.1609907120743033,False
790,pla,1,296,118,0,0,2,0,0,2,5,2,2,0,4,6,11,3,5,10,6,9,15,19,17,2023,7.810059356451109e-05,0.0011269722013523666,0.0012823108591482756,2024,66,True,0.0008973121422647614,0.001,1.2823108591482755,False
791,dcb,1,306,101,0,0,0,0,0,0,0,1,0,1,0,5,7,4,11,6,5,4,14,22,21,2023,0.0,0.0010518407212622089,0.0014847809948032665,2024,66,True,0.0008973121422647614,0.001,1.4847809948032664,False
792,dual mobility cup,3,430,221,0,0,0,1,1,6,7,6,8,12,8,19,20,19,19,30,18,15,13,9,10,2016,0.0,0.0013668081432990432,0.0017845458330854797,2020,65,True,0.0008837165037455984,0.001,1.7845458330854798,False
793,ldd,1,216,88,0,0,1,0,0,1,0,1,0,2,1,2,3,1,4,8,9,5,15,17,18,2023,3.9050296782255544e-05,0.0011269722013523666,0.0012039328473011839,2025,64,True,0.0008701208652264354,0.001,1.2039328473011839,False
794,unilateral anterior cruciate ligament reconstruction,5,206,185,0,1,0,2,2,2,2,5,11,8,5,9,15,27,20,13,14,13,13,9,14,2017,3.984381225595665e-05,0.001043333101481533,0.0018763029881862403,2018,63,True,0.0008565252267072723,0.001,1.8763029881862403,False
795,anterolateral ligament,2,233,159,0,0,0,0,0,0,0,0,0,0,8,15,22,15,21,16,17,10,10,7,18,2016,0.0,0.0010790590604992446,0.001530221882172915,2017,62,True,0.0008429295881881093,0.001,1.530221882172915,False
796,metal debris,2,415,301,1,4,2,7,7,9,9,19,19,29,20,26,23,31,17,22,15,12,11,8,10,2012,0.000279895457418235,0.0015740203794217546,0.0021598272138228943,2014,56,True,0.000761355757073131,0.0013994772870911752,1.5433099441807394,False
797,adverse local tissue reaction,4,294,219,0,0,0,0,2,1,3,5,11,23,18,30,21,17,14,18,17,15,6,7,11,2014,0.0,0.001712966410962985,0.002158118120998489,2016,56,True,0.000761355757073131,0.001,2.158118120998489,False
798,player,1,376,200,3,0,1,3,5,6,6,12,5,8,10,12,16,22,22,13,14,9,9,11,13,2017,0.0001663091412719476,0.001112888641580302,0.0015288394718554553,2018,56,True,0.000761355757073131,0.001,1.5288394718554552,False
799,anterior cervical discectomy fusion group,5,406,189,0,1,2,1,1,2,10,4,11,9,18,17,19,12,10,19,8,13,9,12,11,2015,0.00011794440582046775,0.0013318534961154272,0.0013318534961154272,2015,53,True,0.0007205688415156418,0.001,1.3318534961154271,False
800,rivaroxaban,1,1090,355,0,2,3,11,20,14,30,38,32,21,24,21,24,23,22,18,18,8,7,8,11,2008,0.00019683851485867996,0.0011387163561076604,0.0031480407588435093,2012,52,True,0.0007069732029964787,0.001,3.1480407588435093,True
801,no previous study,3,185,184,2,0,3,4,4,4,6,10,8,11,12,8,13,16,17,19,14,9,11,8,5,2018,0.0002019901200065613,0.0011118832522585128,0.0011302123609541373,2020,47,True,0.0006389950104006635,0.0010099506000328066,1.1190768745693345,False
802,bundled payment,2,276,195,0,0,0,0,0,0,1,0,4,4,13,24,28,25,38,17,10,12,5,7,7,2016,0.0,0.0017264944967987914,0.0024509803921568627,2019,41,True,0.0005574211792856851,0.001,2.4509803921568625,False
803,fnb,1,620,183,1,3,0,3,5,3,1,9,4,15,16,27,19,13,15,11,8,6,8,8,8,2014,0.00016195105159776729,0.001117152007149773,0.0019423063088986404,2016,38,True,0.000516634263728196,0.001,1.9423063088986403,False
804,n a,2,202,202,0,0,1,0,1,0,0,0,14,43,26,29,15,19,9,9,14,3,2,3,14,2013,3.9050296782255544e-05,0.0010490034467256107,0.0032025024204960155,2014,36,True,0.0004894429866898699,0.001,3.2025024204960153,False
805,ninth revision,2,211,202,1,1,1,1,7,1,8,13,9,17,15,18,28,17,14,18,12,11,4,5,1,2014,0.00012131372386810955,0.001266105608103076,0.0019475551227655283,2017,33,True,0.0004486560711323807,0.001,1.9475551227655283,False
806,cli patient,2,256,166,1,1,1,4,9,10,11,11,11,13,15,18,18,9,10,7,9,4,3,1,0,2015,0.00012131372386810955,0.0011098779134295228,0.0012948708725990935,2016,17,True,0.0002311258548257719,0.001,1.2948708725990934,False
807,mom total hip arthroplasty,4,212,118,0,0,0,1,0,2,8,3,8,14,14,14,8,19,7,7,3,4,3,1,2,2014,0.0,0.0010426752066731214,0.001320361362056984,2018,13,True,0.00017674330074911968,0.001,1.3203613620569838,False
808,clinical article,2,92,90,0,0,0,0,4,7,8,14,29,21,1,1,1,1,0,2,0,0,0,1,0,2012,0.0,0.0011598044901002403,0.002172935711074479,2013,1,True,1.3595638519163053e-05,0.001,2.172935711074479,True
809,wiley periodical,2,399,395,0,0,0,0,0,1,0,1,0,0,26,99,84,88,94,2,0,0,0,0,0,2015,0.0,0.0019237883832778394,0.007121789799295015,2016,0,True,0.0,0.001,7.121789799295015,False
810,orthopedic research society,3,265,265,0,0,0,0,0,0,0,0,0,0,8,58,59,58,80,2,0,0,0,0,0,2016,0.0,0.004172361700597079,0.005159958720330237,2019,0,True,0.0,0.001,5.159958720330237,False
811,electronic supplementary material,3,262,262,0,0,0,0,0,0,0,0,0,0,0,0,2,110,104,46,0,0,0,0,0,2018,0.0,0.007644197359277276,0.007644197359277276,2018,0,True,0.0,0.001,7.644197359277276,False
812,these slide,2,262,262,0,0,0,0,0,0,0,0,0,0,0,0,2,110,104,46,0,0,0,0,0,2018,0.0,0.007644197359277276,0.007644197359277276,2018,0,True,0.0,0.001,7.644197359277276,False
813,inc j orthop res,4,121,121,0,0,0,0,0,0,0,0,0,0,5,25,21,20,50,0,0,0,0,0,0,2016,0.0,0.001798431767498741,0.003224974200206398,2019,0,True,0.0,0.001,3.224974200206398,False
