pozycja,term,n,y0,peak_year,docs_total,prevalence_pct,peak_share_pct,kategoria,wariant_do,na_mapie,w_rdzeniu_4
755,insurance status,2,2022,2022,176,0.113,0.132,organizacja,,False,False
756,radiologic parameter,2,2023,2023,172,0.113,0.144,metoda,,False,False
757,patient rated wrist evaluation,4,2022,2025,153,0.113,0.136,skala,,False,False
758,cochrane library database,3,2021,2023,151,0.113,0.144,metoda,,False,False
759,categorical data,2,2023,2024,135,0.113,0.181,metoda,,False,False
760,total knee arthroplasty procedure,4,2019,2025,171,0.112,0.136,,,False,False
761,twelve study,2,2021,2023,168,0.112,0.144,metoda,,False,False
762,theme,1,2022,2022,154,0.112,0.125,metoda,,False,False
763,multiple database,2,2023,2025,151,0.112,0.194,metoda,,False,False
764,sf 12 pcs,3,2022,2022,143,0.112,0.132,,,False,False
765,hand dash,2,2014,2017,255,0.11,0.191,skala,quickdash,False,False
766,22 8,2,2023,2023,183,0.11,0.168,metoda,,False,False
767,foot and ankle outcome score,5,2018,2018,182,0.11,0.169,,,False,False
768,hbl,1,2020,2022,134,0.11,0.125,,,False,False
769,predictive ability,2,2023,2025,130,0.11,0.151,metoda,,False,False
770,training set,2,2023,2025,96,0.11,0.194,metoda,,False,False
771,sb,1,2011,2012,255,0.109,0.166,metoda,,False,False
772,pubmed database,2,2014,2018,235,0.109,0.191,metoda,,False,False
773,lb,1,2023,2023,190,0.109,0.144,metoda,,False,False
774,16 0,2,2022,2023,150,0.109,0.152,metoda,,False,False
775,revision hip arthroscopy,3,2023,2021,139,0.109,0.12,,,False,False
776,pain outcome,2,2023,2025,137,0.109,0.172,skala,,False,False
777,lia,1,2015,2020,214,0.107,0.183,lek,local infiltration analgesia,True,False
778,24 1,2,2023,2025,186,0.107,0.143,,,False,False
779,postoperative length,2,2022,2024,169,0.107,0.145,wynik,,False,False
780,sagittal parameter,2,2019,2024,144,0.107,0.137,,,False,False
781,daa total hip arthroplasty,4,2023,2025,113,0.107,0.136,,,False,False
782,four database,2,2023,2023,99,0.107,0.168,metoda,,False,False
783,native knee,2,2015,2019,215,0.106,0.164,niejasne,,False,False
784,prolonged length,2,2022,2024,159,0.106,0.152,,,False,False
785,vas and odi score,4,2021,2023,143,0.106,0.12,,,False,False
786,univariable analysis,2,2023,2024,115,0.106,0.137,metoda,,False,False
787,internal validation,2,2022,2023,97,0.106,0.144,metoda,,False,False
788,prospectively collected database,3,2018,2023,206,0.104,0.144,metoda,,False,False
789,multivariable model,2,2018,2018,159,0.104,0.14,metoda,,False,False
790,masquelet technique,2,2023,2017,155,0.104,0.118,,,False,False
791,nonarthritic hip score,3,2020,2021,150,0.104,0.159,skala,,False,False
792,mc,1,2023,2025,150,0.104,0.143,,,False,False
793,t score,2,2023,2023,145,0.104,0.136,,,False,False
794,dca,1,2023,2025,79,0.104,0.201,metoda,,False,False
795,mcmaster university arthritis index,4,2015,2016,195,0.103,0.175,skala,,False,False
796,7 study,2,2020,2020,156,0.103,0.139,metoda,,False,False
797,high heterogeneity,2,2022,2024,105,0.103,0.137,metoda,,False,False
798,liposomal bupivacaine,2,2015,2017,210,0.102,0.221,lek,,True,False
799,acs nsqip,2,2015,2019,199,0.102,0.171,metoda,,False,False
800,26 9,2,2021,2022,167,0.102,0.118,,,False,False
801,no impact,2,2020,2020,191,0.1,0.113,,,False,False
802,additional benefit,2,2020,2021,184,0.1,0.126,,,False,False
803,each follow up,3,2020,2020,173,0.1,0.139,metoda,,False,False
804,post hoc analysis,3,2023,2014,172,0.1,0.126,,,False,False
805,risk assessment,2,2023,2025,140,0.1,0.165,,,False,False
806,faam,1,2023,2024,129,0.1,0.116,,,False,False
807,ethical approval,2,2019,2025,127,0.1,0.115,metoda,,False,False
808,multivariable linear regression,3,2023,2024,113,0.1,0.145,metoda,,False,False
809,pooled result,2,2016,2020,204,0.099,0.158,metoda,,False,False
810,more comorbidity,2,2021,2021,141,0.099,0.12,metoda,,False,False
811,anesthesiologist classification,2,2023,2020,140,0.099,0.139,,,False,False
812,pooled data,2,2014,2019,235,0.097,0.184,metoda,,False,False
813,vbq,1,2023,2025,68,0.097,0.23,,,False,False
814,30 day readmission rate,4,2015,2016,175,0.096,0.16,metoda,,False,False
815,dual mobility cup,3,2016,2020,221,0.094,0.189,technologia,,True,False
816,multivariate model,2,2019,2020,197,0.094,0.151,metoda,,False,False
817,complication and revision rate,4,2023,2023,99,0.094,0.12,,,False,False
818,non home discharge,3,2023,2024,95,0.094,0.152,,,False,False
819,all article,2,2021,2021,179,0.093,0.12,metoda,,False,False
820,sciencedirect,1,2016,2017,169,0.093,0.191,metoda,,False,False
821,18 6,2,2023,2025,167,0.093,0.136,,,False,False
822,pla,1,2023,2024,113,0.093,0.123,niejasne,,False,False
823,ldd,1,2023,2025,88,0.093,0.129,rozpoznanie,lumbar degenerative disease,True,False
824,unilateral anterior cruciate ligament reconstruction,5,2017,2018,185,0.091,0.198,technika,,True,False
825,anterolateral ligament,2,2016,2017,159,0.09,0.162,technika,,True,False
826,index level,2,2016,2013,230,0.083,0.158,,,False,False
827,metal debris,2,2012,2014,301,0.081,0.228,rozpoznanie,,True,False
828,adverse local tissue reaction,4,2014,2016,219,0.081,0.228,rozpoznanie,,True,False
829,player,1,2017,2018,200,0.081,0.162,metoda,,False,False
830,40 kg m2,3,2020,2021,109,0.078,0.126,,,False,False
831,anterior cervical discectomy fusion group,5,2015,2015,189,0.077,0.14,metoda,,False,False
832,rivaroxaban,1,2008,2012,345,0.067,0.332,lek,,True,True
833,bundled payment,2,2015,2019,194,0.059,0.259,organizacja,,False,False
834,comprehensive care,2,2017,2019,118,0.058,0.136,,,False,False
835,fnb,1,2014,2016,183,0.055,0.205,technika,femoral nerve block,True,False
836,n a,2,2013,2014,202,0.052,0.338,metoda,,False,False
837,mat,1,2018,2018,122,0.051,0.118,,,False,False
838,ninth revision,2,2014,2017,194,0.046,0.206,metoda,,False,False
839,mom total hip arthroplasty,4,2014,2018,118,0.019,0.14,technologia,,True,False
840,clinical article,2,2012,2013,90,0.001,0.229,metoda,,False,True
841,wiley periodical,2,2015,2016,389,0.0,0.729,metoda,,False,False
842,orthopedic research society,3,2016,2019,265,0.0,0.546,metoda,,False,False
843,these slide,2,2018,2018,262,0.0,0.808,metoda,,False,False
844,electronic supplementary material,3,2018,2018,262,0.0,0.808,metoda,,False,False
845,inc j orthop res,4,2016,2019,121,0.0,0.341,metoda,,False,False
